"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TATAMOTORS","EQ","13-Aug-2015","        355.20","        356.90","        360.95","        348.00","        350.60","        349.40","        353.15","   11147702","      39368.46","      94787","    7132713","         63.98"
"TATAMOTORS","EQ","14-Aug-2015","        349.40","        351.45","        359.75","        345.10","        355.05","        355.25","        352.60","    6400810","      22569.35","      84492","    2681008","         41.89"
"TATAMOTORS","EQ","17-Aug-2015","        355.25","        354.40","        362.30","        345.25","        356.00","        356.10","        354.96","    5812093","      20630.53","      91436","    2563282","         44.10"
"TATAMOTORS","EQ","18-Aug-2015","        356.10","        355.85","        358.35","        347.70","        348.55","        348.60","        351.97","    5623977","      19794.96","      78906","    3082336","         54.81"
"TATAMOTORS","EQ","19-Aug-2015","        348.60","        348.70","        354.90","        344.00","        352.00","        351.25","        351.29","    6435894","      22608.87","      71927","    3411842","         53.01"
"TATAMOTORS","EQ","20-Aug-2015","        351.25","        348.00","        349.70","        341.00","        343.00","        342.20","        343.95","    7789676","      26792.66","     102937","    5086572","         65.30"
"TATAMOTORS","EQ","21-Aug-2015","        342.20","        339.40","        339.40","        327.75","        332.90","        332.40","        331.09","    8793065","      29113.25","     118995","    5571467","         63.36"
"TATAMOTORS","EQ","24-Aug-2015","        332.40","        317.00","        317.00","        301.60","        303.95","        308.25","        311.92","   14753473","      46019.22","     145655","    8920403","         60.46"
"TATAMOTORS","EQ","25-Aug-2015","        308.25","        308.00","        331.35","        305.80","        329.50","        328.85","        318.61","   13398318","      42687.94","     140973","    7619516","         56.87"
"TATAMOTORS","EQ","26-Aug-2015","        328.85","        322.00","        341.40","        318.25","        331.40","        335.10","        332.64","   13781660","      45842.88","     165108","    8002166","         58.06"
"TATAMOTORS","EQ","27-Aug-2015","        335.10","        338.40","        342.55","        327.25","        338.15","        334.05","        335.05","   17224851","      57711.95","     227376","    9138707","         53.06"
"TATAMOTORS","EQ","28-Aug-2015","        334.05","        342.00","        342.00","        335.25","        340.60","        340.05","        338.28","    7123909","      24099.03","      84220","    3565476","         50.05"
"TATAMOTORS","EQ","31-Aug-2015","        340.05","        340.00","        348.75","        332.45","        340.40","        340.15","        340.01","    7244287","      24631.03","     102015","    3696504","         51.03"
"TATAMOTORS","EQ","01-Sep-2015","        340.15","        334.95","        339.35","        325.10","        328.00","        329.90","        333.43","    8606005","      28694.63","      98491","    4602652","         53.48"
